fecha,agente,cat,componente,de_hrs,a_hrs,descripcion
2020-09-15,HB,G,Sistema Taquesi,15:15,22:15,Aportes laterales de agua mayores a lo previsto.
2020-09-16,CESSA,D,Área Sucre,00:00,06:00,Mayor demanda a la prevista.
2020-09-16,ENDE DELBENI,D,Área Trinidad,00:00,08:00,Menor demanda a la prevista.
2020-09-16,ENDE ANDINA,G,Central Termoelécttrica Entre Ríos,00:00,16:00,Disponibilidad unidades CCERI31
2020-09-16,ENDE ANDINA,G,Central Termoelécttrica del Sur,00:00,24:00,Indisponibilidad unidades CCSUR32
2020-09-16,ENDE ANDINA,G,Central Termoelécttrica Entre Ríos,02:00,16:00,Indisponibilidad unidades CCERI40
2020-09-16,DELAPAZ,D,Área Norte,10:00,18:00,Mayor demanda a la prevista.
2020-09-16,CRE,D,Área Oriental,12:00,17:00,Mayor demanda a la prevista.
2020-09-16,EMSC,CNR,Área Sur.,12:00,24:00,Mayor demanda a la prevista.
2020-09-16,HB,G,Sistema Taquesi,15:30,23:00,Mayores aportes laterales de agua a lo previsto.
2020-09-17,ENDE GUARACACHI,G,Central Guaracachi,09:16,24:00,Disponibilidad de plena potencia en unidades del ciclo combinado CCGCH12.
2020-09-17,ENDE DELBENI,D,Área Trinidad,10:00,16:00,Mayor demanda a la prevista.
2020-09-17,CRE,D,Área Oriental,10:00,24:00,Menor demanda a la prevista.
2020-09-17,HB,G,Sistema Taquesi,15:45,23:00,Mayores aportes de agua a lo previsto.
2020-09-18,CRE,D,Área Oriental,00:00,24:00,Menor demanda a la prevista.
2020-09-18,COBEE,G,Sistema Zongo,05:00,13:00,Mayores aportes laterales de agua a lo previsto.
2020-09-18,HB,G,Sistema Taquesi,09:15,13:00,Mayores aportes laterales de agua a lo previsto.
2020-09-18,HB,G,Sistema Taquesi,17:15,24:00,Mayores aportes laterales de agua a lo previsto.
2020-09-19,DELAPAZ,D,Área Norte,07:00,12:00,Mayor demanda a la prevista.
2020-09-19,CRE,D,Área Oriental,07:00,23:00,Mayor demanda a la prevista.
2020-09-19,HB,G,Sistema Taquesi,08:30,12:15,Mayores aportes laterales de agua a lo previsto.
2020-09-19,COBEE,G,Sistema Zongo,09:00,11:00,Indisponibilidad de SRO02.
2020-09-19,COBEE,G,Sistema Zongo,13:00,24:00,Mayores aportes laterales de agua a lo previsto.
2020-09-19,ENDE ANDINA,G,Central Termoeléctrica del Sur,17:00,24:00,Indisponibilidad de las unidades de ciclo combinado CCSUR30.
2020-09-19,HB,G,Sistema Taquesi,19:00,22:30,Mayores aportes laterales de agua a lo previsto.
2020-09-20,COBEE,G,Sistema Zongo,05:00,16:00,Mayores aportes laterales de agua a lo previsto.
2020-09-20,ENDE DELBENI,D,Área Trinidad,08:00,24:00,Menor demanda a la prevista.
2020-09-20,CRE,D,Área Oriental,11:00,23:00,Menor demanda a la prevista.
2020-09-20,HB,G,Sistema Taquesi,17:30,23:00,Mayores aportes laterales de agua a lo previsto.
2020-09-20,CESSA,D,Área Sucre,19:00,24:00,Menor demanda a la prevista.
2020-09-21,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Menor demanda a la prevista.
2020-09-21,COBEE,G,Sistema Miguillas,00:00,24:00,Disponibilidad de la unidad CRB.
2020-09-21,CRE,D,Área Oriental,09:00,17:00,Menor demanda a la prevista.
2020-09-22,CRE,D,Área Oriental,00:00,24:00,Menor demanda a la prevista.
2020-09-22,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Menor demanda a la prevista.
2020-09-22,COBEE,G,Sistema Miguillas,07:00,13:00,Mayores aportes laterales de agua a lo previsto.
2020-09-22,COBEE,G,Sistema Zongo,14:00,18:00,Menores aportes laterales de agua a lo previsto.
2020-09-23,COBEE,G,Sistema Zongo,09:00,18:00,Menores aportes laterales de agua a lo previsto.
2020-09-23,CRE,D,Área Oriental,11:00,18:00,Mayor demanda a la prevista.
2020-09-23,COBEE,G,Sistema Miguillas,14:00,24:00,Indisponibilidad de unidades de central Choquetanga.
2020-09-23,CESSA,D,Área Suce,15:00,23:00,Menor demanda a la prevista.
2020-09-24,COBEE,G,Sistema Zongo,00:00,24:00,Menores aportes laterales de agua a lo previsto.
2020-09-24,COBEE,G,Sistema Miguillas,00:00,24:00,Indisponibilidad de central Choquetanga.
2020-09-24,ENDE DELBENI,D,Área Trinidad,09:00,24:00,Mayor demanda a la prevista.
2020-09-24,HB,G,Sistema Taquesi,16:00,17:00,Menores aportes laterales de agua a lo previsto.
2020-09-24,CRE,D,Área Oriental,19:00,24:00,Mayor demanda a la prevista.
2020-09-24,HB,G,Sistema Taquesi,23:00,24:00,Menores aportes laterales de agua a lo previsto.
2020-09-25,COBEE,G,Sistema Miguillas,00:00,06:00,"Diponibilidad de unidades CHO01, CHO02, CHO03."
2020-09-25,CRE,D,Área Oriental,00:00,24:00,Mayor demanda a la prevista.
2020-09-25,COBEE,G,Sistema Zongo,07:00,18:00,Menores aportes laterales de agua a lo previsto.
2020-09-25,COBEE,G,Sistema Miguillas,10:00,18:00,Disponibilidad de unidades Generadoras.
2020-09-26,CRE,D,Área Oriental,00:00,24:00,Mayor demanda a la prevista.
2020-09-26,SETAR,D,Área Tarija,00:00,24:00,Mayor demanda a la prevista.
2020-09-26,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Mayor demanda a la prevista.
2020-09-26,COBEE,G,Sistema Zongo,01:00,06:00,Menores aportes laterales de agua a lo previsto.
2020-09-26,COBEE,G,Sistema Miguillas,02:00,06:00,Mayores aportes laterales de agua a lo previsto.
2020-09-26,DELAPAZ,D,Área Norte,05:00,15:00,Mayor demanda a la prevista.
2020-09-26,COBEE,G,Sistema Zongo,15:00,17:00,Mayores aportes laterales de agua a lo previsto.
2020-09-26,COBEE,G,Sistema Miguillas,17:00,22:00,Indisponibilidad de la unidad ANG01.
2020-09-27,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Mayor demanda a la prevista.
2020-09-27,COBEE,G,Sistema Miguillas,01:00,06:00,Menores aportes laterales de agua a lo previsto.
2020-09-27,COBEE,G,Sistema Zongo,03:00,06:00,Menores aportes laterales de agua a lo previsto.
2020-09-27,COBEE,G,Sistema Miguillas,14:00,22:00,Mayores aportes laterales de agua a lo previsto.
2020-09-27,COBEE,G,Sistema Zongo,15:00,17:00,Mayores aportes laterales de agua a lo previsto.
2020-09-28,ENDE DELBENI,D,Área Trinidad,00:00,07:00,Mayor demanda a la prevista.
2020-09-28,COBEE,G,Sistema Miguillas,02:00,06:00,Mayores aportes laterales de agua a lo previsto.
2020-09-28,COBEE,G,Sistema Zongo,05:00,19:00,Menores aportes laterales de agua a lo previsto.
2020-09-28,ENDE DELBENI,D,Área Trinidad,10:00,24:00,Menor demanda a la prevista.
2020-09-28,HB,G,Sistema Taquesi,18:15,22:00,Mayores aportes laterales de agua a lo previsto.
2020-09-28,COBEE,G,Sistema Miguillas,19:00,21:00,Mayores aportes laterales de agua a lo previsto.
2020-09-28,COBEE,G,Sistema Zongo,20:00,24:00,Mayores aportes laterales de agua a lo previsto.
2020-09-29,COBEE,G,Sistema Zongo,01:00,08:00,Mayores aportes laterales de agua a lo previsto.
2020-09-29,HB,G,Sistema Taquesi,07:15,09:00,Mayores aportes laterales de agua a lo previsto.
2020-09-29,CRE,D,Área Oriental,10:00,18:00,Mayor demanda a la prevista.
2020-09-29,COBEE,G,Sistema Zongo,11:00,17:00,Menores aportes laterales de agua a lo previsto.
2020-09-29,ENDE CORANI,G,Central Corani y Santa Isabel,14:25,14:32,"A instrucción del CDC, reducción de generación 136.7 MW a 110 MW, debido a desconexión de la linea SIS-SAB11501"
2020-09-29,HB,G,Sistema Taquesi,18:30,22:15,Mayores aportes laterales de agua a lo previsto.
2020-09-29,COBEE,G,Sistema Miguillas,19:00,24:00,Mayores aportes laterales de agua a lo previsto.
2020-09-29,COBEE,G,Sistema Zongo,20:00,24:00,Mayores aportes laterales de agua a lo previsto.
2020-09-30,COBEE,G,Sistema Zongo,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2020-09-30,COBEE,G,Sistema Miguillas,04:00,11:00,Mayores aportes laterales de agua a lo previsto.
2020-09-30,ENDE DELBENI,D,Área Trinidad,09:00,24:00,Mayor demanda a la prevista.
2020-09-30,COBEE,G,Sistema Miguillas,13:00,18:00,Menores aportes laterales de agua a lo previsto.
2020-09-30,HB,G,Sistema Taquesi,17:00,22:00,Mayores aportes laterales de agua a lo previsto.
2020-10-01,SETAR,D,Área Tarija,00:00,24:00,Mayor demanda a la prevista.
2020-10-01,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Mayor demanda a la prevista.
2020-10-01,COBEE,G,Sistema Miguillas,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2020-10-01,COBEE,G,Sistema Zongo,04:00,06:00,Mayores aportes laterales de agua a lo previsto.
2020-10-01,CRE,D,Área Oriental,10:00,24:00,Mayor demanda a la prevista.
2020-10-01,COBEE,G,Sistema Miguillas,14:00,17:00,Menores aportes laterales de agua a lo previsto.
2020-10-01,COBEE,G,Sistema Zongo,15:00,17:00,Menores aportes laterales de agua a lo previsto.
2020-10-01,HB,G,Sistema Taquesi,18:15,24:00,Mayores aportes laterales de agua a lo previsto.
2020-10-02,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Mayor demanda a la prevista.
2020-10-02,COBEE,G,Sistema Miguillas,01:00,06:00,Menores aportes laterales de agua a lo previsto.
2020-10-02,COBEE,G,Sistema Zongo,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2020-10-02,HB,G,Sistema Taquesi,08:45,11:00,Mayores aportes laterales de agua a lo previsto.
2020-10-02,COBEE,G,Sistema Zongo,10:00,18:00,Menores aportes laterales de agua a lo previsto.
2020-10-02,CESSA,D,Área Sucre,19:00,24:00,Menor demanda a la prevista.
2020-10-03,DELAPAZ,D,Área Norte,00:00,07:00,Menor demanda a la prevista.
2020-10-03,COBEE,G,Sistema Zongo,10:00,14:00,Menores aportes laterales de agua a lo previsto.
2020-10-03,DELAPAZ,D,Área Norte,10:00,24:00,Menor demanda a la prevista.
2020-10-03,ENDE ANDINA,G,Central Termoeléctrica del Sur.,17:00,24:00,Disponibilidad de las unidades del CCSUR40.
2020-10-04,HB,G,Sistema Taquesi,00:00,14:00,Mayores aportes laterales de agua a lo previsto.
2020-10-04,COBEE,G,Sistema Zongo,00:00,22:00,Mayores aportes laterales de agua a lo previsto.
2020-10-05,CRE,D,Área Oriental,00:00,14:00,Menor demanda a la prevista.
2020-10-05,COBEE,G,Sistema Zongo,01:00,13:00,Mayores aportes laterales de agua lo previsto.
2020-10-05,COBEE,G,Sistema Miguillas,02:00,06:00,Mayores aportes laterales de agua lo previsto.
2020-10-05,HB,G,Sistema Taquesi,03:45,11:30,Mayores aportes laterales de agua lo previsto.
2020-10-05,HB,G,Sistema Taquesi,19:00,23:00,Mayores aportes laterales de agua lo previsto.
2020-10-05,CECBB,G,Sistema Zongo,20:00,24:00,Mayores aportes laterales de agua lo previsto.
2020-10-06,COBEE,G,Sistema Zongo,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2020-10-06,HB,G,Sistema Taquesi,08:00,11:45,Mayores aportes laterales de agua a lo previsto.
2020-10-06,CRE,D,Área Oriental,08:00,13:00,Menor demanda a la prevista.
2020-10-06,COBEE,G,Sistema Zongo,10:00,17:00,Menores aportes laterales de agua a lo previsto.
2020-10-06,ENDE DELBENI,D,Área Trinidad,18:00,24:00,Menor demanda a la prevista.
2020-10-06,COBEE,G,Sistema Zongo,21:00,24:00,Mayores aportes laterales de agua a lo previsto.
2020-10-07,CRE,D,Área Oriental,00:00,24:00,Mayor demanda a la prevista.
2020-10-07,SETAR,D,Área Tarija,00:00,24:00,Mayor demanda a la prevista.
2020-10-07,COBEE,G,Sistema Zongo,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2020-10-07,COBEE,G,Sistema Zongo,07:20,13:25,Generación adicional por seguridad Área Norte.
2020-10-07,HB,G,Sistema Taquesi,08:00,13:36,Generación adicional por seguridad Área Norte.
2020-10-07,ENDE DELBENI,D,Área Trinidad,08:00,24:00,Menor demanda a la prevista.
2020-10-07,ENDE ANDINA,G,Central Entre Ríos,14:38,24:00,"Mayor generación, disponibilidad de unidad ERI41."
2020-10-08,SETAR,D,Área Tarija,00:00,24:00,Mayor demanda a la prevista.
2020-10-08,COBEE,G,Sistema Zongo,09:00,17:00,Menores aportes laterales de agua a lo previsto.
2020-10-09,CESSA,D,Área Sucre,00:00,24:00,Mayor demanda a la prevista.
2020-10-09,SETAR,D,Área Tarija,00:00,24:00,Mayor demanda a la prevista.
2020-10-09,COBEE,G,Sistema Zongo,01:00,06:00,Menores aportes laterales de agua a lo previsto.
2020-10-09,COBEE,G,Sistema Zongo,10:00,18:00,Menores aportes laterales de agua a lo previsto.
2020-10-10,CRE,D,Área Oriental,00:00,06:00,Mayor demanda a la prevista.
2020-10-10,COBEE,G,Sistema Zongo,00:00,06:00,Menores aportes laterales de agua a lo previsto.
2020-10-10,DELAPAZ,D,Área Norte,00:00,14:00,Mayor demanda a la prevista.
2020-10-10,CRE,D,Área Oriental,13:00,17:00,Mayor demanda a la prevista.
2020-10-10,ENDE DELBENI,D,Área Trinidad,14:00,24:00,Mayor demanda a la prevista.
2020-10-11,COBEE,G,Sistema Miguillas,00:00,06:00,Menores aportes laterales de agua a lo previsto.
2020-10-11,COBEE,G,Sistema Zongo,00:00,06:00,Menores aportes laterales de agua a lo previsto.
2020-10-11,CRE,D,Área Oriental,00:00,24:00,Mayor demanda a la prevista.
2020-10-11,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Mayor demanda a la prevista.
2020-10-11,SETAR,D,Área Tarija,07:00,24:00,Mayor demanda a la prevista.
2020-10-11,HB,G,Sistema Taquesi,16:15,24:00,Mayores aportes laterales de agua a lo previsto.
2020-10-12,DELAPAZ,D,Área Norte,00:00,24:00,Mayor demanda a la prevista.
2020-10-12,CRE,D,Área Oriental,00:00,24:00,Mayor demanda a la prevista.
2020-10-12,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Mayor demanda a la prevista.
2020-10-12,COBEE,G,Sistema Miguillas,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2020-10-12,COBEE,G,Sistema Zongo,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2020-10-12,HB,G,Sistema Taquesi,07:45,22:15,Mayores aportes laterales de agua a lo previsto.
2020-10-13,DELAPAZ,D,Área Norte,00:00,24:00,Mayor demanda a la prevista.
2020-10-13,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Mayor demanda a la prevista.
2020-10-13,COBEE,G,Sistema Zongo.,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2020-10-13,COBEE,G,Sistema Miguillas,02:00,06:00,Menores aportes laterales de agua a lo previsto.
2020-10-13,COBEE,G,Sistema Zongo.,16:00,24:00,Disponibilidad de las unidades SRO01 y SRO02.
2020-10-13,HB,G,Sistema Taquesi,16:15,23:00,Mayores aportes laterales de agua a lo previsto.
2020-10-14,DELAPAZ,D,Área Norte,00:00,20:00,Mayor demanda a la prevista.
2020-10-14,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Mayor demanda a la prevista.
2020-10-14,CRE,D,Área Oriental,09:00,14:00,Mayor demanda a la prevista.
2020-10-14,HB,G,Sistema Taquesi,14:30,16:00,Menores aportes laterales de agua a lo previsto.
2020-10-15,DELAPAZ,D,Área Norte,00:00,18:00,Mayor demanda a la prevista.
2020-10-15,ENDE DELBENI,D,Área Trinidad,00:00,19:00,Mayor demanda a la prevista.
2020-10-15,CRE,D,Área Oriental,08:00,18:00,Mayor demanda a la prevista.
2020-10-15,HB,G,Sistema Taquesi,15:30,16:15,Mayores aportes laterales de agua a lo previsto.
2020-10-15,HB,G,Sistema Taquesi,17:45,23:30,Mayores aportes laterales de agua a lo previsto.
2020-10-15,COBEE,G,Sistema Zongo,21:00,24:00,Mayores aportes laterales de agua a lo previsto.
2020-10-16,COBEE,G,Sistema Zongo,09:00,12:00,Menores aportes laterales de agua a lo previsto.
2020-10-16,COBEE,G,Sistema Zongo,17:00,24:00,Mayores aportes laterales de agua a lo previsto.
2020-10-16,HB,G,Sistema Taquesi,18:00,24:00,Mayores aportes laterales de agua a lo previsto.
2020-10-17,CRE,D,Área Oriental,00:00,08:00,Menor demanda a la prevista.
2020-10-17,ENDE DELBENI,D,Área Trinidad,00:00,14:00,Menor demanda a la prevista.
2020-10-17,COBEE,G,Sistema Zongo,01:00,14:00,Mayores aportes laterales de agua a lo previsto.
2020-10-17,DELAPAZ,D,Área Norte,10:00,21:00,Mayor demanda a la prevista.
2020-10-17,HB,G,Sistema Taquesi,16:15,23:30,Mayores aportes laterales de agua a lo previsto.
2020-10-17,COBEE,G,Sistema Zongo,19:00,22:00,Disponibilidad de unidad CAH02.
2020-10-18,ELFEC,D,Área Central,00:00,24:00,Menor demanda a la prevista.
2020-10-18,CRE,D,Área Oriental,00:00,24:00,Mayor demanda a la prevista.
2020-10-18,SETAR,D,Área Tarija,00:00,24:00,Mayor demanda a la prevista.
2020-10-18,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Mayor demanda a la prevista.
2020-10-18,CESSA,D,Área Norte,07:00,14:00,Mayor demanda a la prevista.
2020-10-18,COBEE,G,Sistema Zongo,15:00,18:00,Mayores aportes laterales de agua a lo previsto.
2020-10-18,HB,G,Sistema Taquesi,16:15,24:00,Mayores aportes laterales de agua a lo previsto.
2020-10-19,COBEE,G,Sistema Zongo,01:00,14:00,Mayores aportes laterales de agua a lo previsto.
2020-10-19,COBEE,G,Sistema Miguillas,06:00,14:00,Mayores aportes laterales de agua a lo previsto.
2020-10-19,CRE,D,Área Oriental,09:00,17:00,Mayor demanda a la prevista.
2020-10-19,ENDE DELBENI,D,Área Trinidad,10:00,14:00,Mayor demanda a la prevista.
2020-10-19,EMSC,CNR,MSCR,12:00,12:20,"Reducción de carga de 36 MW a 25.6 MW, debido a falla en correa principal 220CV010."
2020-10-19,ENDE GUARACACHI,G,Central Aranjuez,14:18,24:00,Indisponibilidad unidad ARJ08.
2020-10-19,HB,G,Sistema Taquesi,16:45,23:00,Mayores aportes laterales de agua a lo previsto.
2020-10-19,COBEE,G,Sistema Zongo,20:00,24:00,Mayores aportes laterales de agua a lo previsto.
2020-10-20,CESSA,D,Área Sucre,00:00,24:00,Menor demanda a la prevista.
2020-10-20,CRE,D,Área Oriental,00:00,24:00,Menor demanda a la prevista.
2020-10-20,ENDE GUARACACHI,G,Central Aranjuez,00:00,24:00,Indisponibilidad unidad ARJ08.
2020-10-20,COBEE,G,Sistema Miguillas,06:00,14:00,Mayores aportes laterales de agua a lo previsto.
2020-10-20,EMSC,CNR,Minera San Cristóbal,06:00,23:30,"Reducción de carga, mantenimiento correctivo de emergencia en la correa de alimentación principal del domo hacia molino SAG."
2020-10-20,COBEE,G,Sistema Zongo,08:00,14:00,Mayores aportes laterales de agua a lo previsto.
2020-10-20,COBEE,G,Sistema Taquesi,11:00,22:00,Mayores aportes laterales de agua a lo previsto.
2020-10-20,COBEE,G,Sistema Zongo,19:00,24:00,Mayores aportes laterales de agua a lo previsto.
2020-10-21,CRE,D,Área Oriental,00:00,06:00,Mayor demanda a la prevista.
2020-10-21,COBEE,G,Sistema Zongo,00:00,08:00,Mayores aportes laterales de agua a lo previsto.
2020-10-21,ENDE GUARACACHI,G,Central Aranjuez,06:00,14:00,Indisponibilidad unidad ARJ08.
2020-10-21,HB,G,Sistema Taquesi,06:45,22:00,Mayores aportes laterales de agua a lo previsto.
2020-10-21,CRE,D,Área Oriental,10:00,24:00,Mayor demanda a la prevista.
2020-10-21,ENDE DELBENI,D,Área Trinidad,16:00,24:00,Menor demanda a la prevista.
2020-10-22,COBEE,G,Sistema Zongo,00:00,06:00,Mayores aportes laterales de agua a lo previsto.
2020-10-22,HB,G,Sistema Taquesi,07:30,09:00,Mayores aportes laterales de agua a lo previsto.
2020-10-22,COBEE,G,Sistema Miguillas,08:00,14:00,Mayores aportes laterales de agua a lo previsto.
2020-10-22,COBEE,G,Sistema Zongo,09:00,14:00,Menores aportes laterales de agua a lo previsto.
2020-10-22,ENDE DELBENI,D,Área Trinidad,10:00,17:00,Mayor demanda a la prevista.
2020-10-22,CRE,D,Área Oriental,10:00,24:00,Mayor demanda a la prevista.
2020-10-22,HB,G,Sistema Taquesi,18:00,22:00,Mayores aportes laterales de agua a lo previsto.
2020-10-23,COBEE,G,Sistema Zongo,00:00,13:00,Mayores aportes laterales de agua a lo previsto.
2020-10-23,CRE,D,Área Oriental,00:00,24:00,Mayor demanda a la prevista.
2020-10-23,COBEE,G,Sistema Miguillas,01:00,14:00,Mayores aportes laterales de agua a lo previsto.
2020-10-23,ENDE DELBENI,D,Área Trinidad,01:00,17:00,Mayor demanda a la prevista.
2020-10-23,SETAR,D,Área Tarija,09:00,24:00,Mayor demanda a la prevista.
2020-10-23,COBEE,G,Sistema Zongo,14:00,17:00,Menores aportes laterales de agua a lo previsto.
2020-10-23,COBEE,G,Sistema Zongo,19:00,24:00,Mayores aportes laterales de agua a lo previsto.
2020-10-24,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Mayor demanda a la prevista.
2020-10-24,COBEE,G,Sistema Zongo,01:00,08:00,Mayores aportes laterales de agua a lo previsto.
2020-10-24,HB,G,Sistema Taquesi,19:00,24:00,Extensión en los trabajos de mantenimiento de CHJ.
2020-10-25,COBEE,G,Sistema Zongo,02:00,06:00,Mayores aportes laterales de agua a lo previsto.
2020-10-26,ENDE DELBENI,D,Área Trinidad,01:00,18:00,Mayor demanda a la prevista.
2020-10-26,COBEE,G,Sistema Zongo,02:00,07:00,Mayores aportes laterales de agua a los previstos.
2020-10-26,COBEE,G,Sistema Miguillas,09:00,21:00,Mayores aportes laterales de agua a los previstos.
2020-10-26,SETAR,D,Área Tarija,09:00,24:00,Menor demanda a la prevista.
2020-10-26,CRE,D,Área Oriental,12:00,24:00,Menor demanda a la prevista.
2020-10-26,COBEE,G,Sistema Zongo,14:00,17:00,Indisponibilidad de la unidad CUT05.
2020-10-27,COBEE,G,Sistema Miguillas,00:00,06:00,Menores aportes laterales de agua a lo previsto.
2020-10-27,COBEE,G,Sistema Zongo,00:00,06:00,Mayores aportes laterales de agua a lo previsto.
2020-10-27,CRE,D,Área Oriental,00:00,24:00,Menor demanda a la prevista.
2020-10-27,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Mayor demanda a la prevista.
2020-10-27,COBEE,G,Sistema Zongo,07:00,12:00,Mayores aportes laterales de agua a los previstos.
2020-10-28,SETAR,D,Área Tarija,00:00,24:00,Mayor demanda a la prevista.
2020-10-28,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Mayor demanda a la prevista.
2020-10-28,CRE,D,Área Oriental,12:00,24:00,Menor demanda a la prevista.
2020-10-29,COBEE,G,Sistema Miguillas,00:00,08:00,Menores aportes laterales de agua a lo previsto.
2020-10-29,COBEE,G,Sistema Zongo,02:00,04:00,Mayores aportes laterales de agua a los previstos.
2020-10-29,SETAR,D,Área Tarija,11:00,24:00,Menor demanda a la prevista
2020-10-29,ENDE DELBENI,D,Área Trinidad,12:00,24:00,Menor demanda a la prevista
2020-10-29,COBEE,G,Sistema Zongo,21:00,24:00,Menores aportes laterales de agua a lo previsto.
2020-10-29,COBEE,G,Sistema Miguillas,23:00,24:00,Menores aportes laterales de agua a lo previsto.
2020-10-30,COBEE,G,Sistema Miguillas,00:00,08:00,Menores aportes laterales de agua a lo previsto.
2020-10-30,CRE,D,Área Oriental,00:00,16:00,Menor demanda a la prevista.
2020-10-30,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Menor demanda a la prevista.
2020-10-30,COBEE,G,Sistema Zongo,03:00,05:00,Mayores aportes laterales de agua a lo previsto.
2020-10-30,COBEE,G,Sistema Zongo,10:00,15:00,Menores aportes laterales de agua a lo previsto.
2020-10-30,HB,G,Sistema Taquesi,15:30,23:15,Mayores aportes laterales de agua a lo previsto.
2020-10-31,CRE,D,Área Oriental,00:00,17:00,Menor demanda a la prevista.
2020-10-31,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Menor demanda a la prevista.
2020-10-31,COBEE,G,Sistema Zongo,01:00,07:00,Mayores aportes laterales de agua a los previstos.
2020-10-31,DELAPAZ,D,Área Norte,12:00,18:00,Menor demanda a la prevista.
2020-10-31,COBEE,G,Sistema Zongo,12:00,18:00,Menores aportes laterales de agua a los previstos.
2020-10-31,CRE,D,Área Oriental,21:00,24:00,Menor demanda a la prevista.
2020-11-01,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Menor demanda a la prevista.
2020-11-01,CRE,D,Área Oriental,08:00,24:00,Menor demanda a la prevista.
2020-11-01,DELAPAZ,D,Área Norte,19:00,20:00,Menor demanda a la prevista.
2020-11-01,COBEE,G,Sistema Zongo,19:00,22:00,Indisponibilidad de unidades SRO01 y SRO02.
2020-11-02,CRE,D,Área Oriental,00:00,15:00,Menor demanda a la prevista.
2020-11-02,ENDE DELBENI,D,Área Trinidad,00:00,17:00,Menor demanda a la prevista.
2020-11-02,COBEE,G,Sistema Miguillas,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2020-11-02,COBEE,G,Sistema Zongo,01:00,06:00,Menores aportes laterales de agua a lo previsto.
2020-11-02,DELAPAZ,D,Área Norte,19:00,21:00,Mayor demanda a la prevista.
2020-11-02,EMSC,CNR,Minera San Cristóbal.,19:50,19:55,"Reducción de demanda de 46.2 MW a 37.7 MW, debido a ingreso de carga fina a molino SAG."
2020-11-02,COBEE,G,Sistema Zongo,20:00,22:00,Indisponibilidad de la unidad SRO02.
2020-11-02,ENDE DELBENI,D,Área Trinidad,20:00,24:00,Mayor demanda a la prevista.
2020-11-03,CRE,D,Área Oriental,01:00,12:00,Menor demanda a la prevista.
2020-11-03,ENDE DELBENI,D,Área Trinidad,01:00,15:00,Menor demanda a la prevista.
2020-11-03,COBEE,G,Sistema Zongo,01:00,19:00,Menores aportes laterales de agua a lo previsto.
2020-11-03,CRE,D,Área Oriental,13:00,24:00,Mayor demanda a la prevista.
2020-11-03,ENDE DELBENI,D,Área Trinidad,19:00,24:00,Mayor demanda a la prevista.
2020-11-04,COBEE,G,Sistema Zongo,07:00,21:00,Menores aportes laterales de agua a lo previsto.
2020-11-04,CRE,D,Área Oriental,09:00,24:00,Mayor demanda a la prevista.
2020-11-04,COBEE,G,Sistema Miguillas,14:00,22:00,Menores aportes laterales de agua a lo previsto.
2020-11-04,ENDE DELBENI,D,Área Trinidad,19:00,24:00,Menor demanda a la prevista.
2020-11-05,COBEE,G,Sistema Zongo,07:00,18:00,Menores aportes laterales de agua a lo previsto.
2020-11-06,SETAR,D,Área Tarija,00:00,24:00,Mayor demanda a la prevista.
2020-11-06,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Mayor demanda a la prevista.
2020-11-06,COBEE,G,Sistema Miguillas,00:00,24:00,Menores aportes laterales de agua a lo previsto.
2020-11-06,CRE,D,Área Oriental,05:00,20:00,Menor demanda a la prevista.
2020-11-06,COBEE,G,Sistema Zongo,08:00,17:00,Menores aportes laterales de agua a lo previsto.
2020-11-06,COBEE,G,Sistema Zongo,19:00,21:00,Comisionado de Dique Cuticucho.
2020-11-07,COBEE,G,Sistema Zongo,07:00,22:00,Menores aportes laterales de agua a lo previsto.
2020-11-07,CRE,D,Área Oriental,09:00,24:00,Mayor demanda a la prevista.
2020-11-08,ENDE DELBENI,D,Área Trinidad,00:00,16:00,Mayor demanda a la prevista.
2020-11-08,CRE,D,Área Oriental,00:00,18:00,Mayor demanda a la prevista.
2020-11-08,COBEE,G,Sistema Miguillas,07:00,14:00,Mayores aportes laterales de agua a lo previsto.
