fecha,agente,cat,componente,de_hrs,a_hrs,descripcion
2006-12-12,SYNERGIA,G,Sistema Escalerani,10:00,13:00,Aportes de agua mayores a los previstos.
2006-12-12,COBEE,G,Sistema Zongo,21:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-13,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-13,SYNERGIA,G,Sistema Escalerani,11:00,13:00,Aportes de agua mayores a los previstos.
2006-12-14,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-14,SYNERGIA,G,Sistema Escalerani,11:00,13:00,Aportes de agua mayores a los previstos.
2006-12-15,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-15,SYNERGIA,G,Sistema Escalerani,10:48,12:00,Aportes de agua mayores a los previstos.
2006-12-15,HB,G,Sistema Taquesi,15:30,19:00,Aportes laterales de agua mayores a los previstos.
2006-12-16,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-16,HB,G,Sistema Taquesi,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-16,SYNERGIA,G,Sistema Escalerani,10:14,12:00,Aportes de agua mayores a los previstos.
2006-12-17,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-17,HB,G,Sistema Taquesi,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-17,SYNERGIA,G,Sistema Escalerani,10:24,12:00,Aportes laterales de agua mayores a los previstos.
2006-12-18,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-18,HB,G,Sistema Taquesi,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-18,SYNERGIA,G,Sistema Escalerani,11:30,12:00,Aportes de agua mayores a los previstos.
2006-12-19,COBEE,G,Sistema Zongo,01:00,18:00,Aportes laterales de agua mayores a los previstos.
2006-12-19,HB,G,Sistema Taquesi,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-19,SYNERGIA,G,Sistema Escalerani,10:40,12:00,Aportes de agua mayores a los previstos.
2006-12-19,COBEE,G,Sistema Zongo,22:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-20,COBEE,G,Sistema Zongo,01:00,19:00,Aportes laterales de agua mayores a los previstos.
2006-12-20,HB,G,Sistema Taquesi,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-20,SYNERGIA,G,Sistema Escalerani,11:12,12:00,Aportes de agua mayores a los previstos.
2006-12-20,COBEE,G,Sistema Zongo,22:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-21,COBEE,G,Sistema Zongo,01:00,18:00,Aportes laterales de agua mayores a los previstos.
2006-12-21,HB,G,Sistema Taquesi,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-21,SYNERGIA,G,Sistema Escalerani,11:17,12:00,Aportes de agua mayores a los previstos.
2006-12-21,COBEE,G,Sistema Zongo,22:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-22,COBEE,G,Sistema Zongo,01:00,19:00,Aportes laterales de agua mayores a los previstos.
2006-12-22,HB,G,Sistema Taquesi,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-22,SYNERGIA,G,Sistema Escalerani,09:05,12:00,Aportes de agua mayores a los previstos.
2006-12-22,COBEE,G,Sistema Zongo,21:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-23,COBEE,G,Sistema Zongo,00:30,10:00,Aportes laterales de agua mayores a los previstos.
2006-12-23,SYNERGIA,G,Sistema Escalerani,11:11,12:00,Aportes de agua mayores a los previstos.
2006-12-23,COBEE,G,Sistema Zongo,13:00,19:00,Aportes laterales de agua mayores a los previstos.
2006-12-23,COBEE,G,Sistema Zongo,21:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-24,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-24,SYNERGIA,G,Sistema Escalerani,08:46,12:00,Aportes de agua mayores a los previstos.
2006-12-25,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-25,SYNERGIA,G,Sistema Escalerani,08:27,13:00,Aportes de agua mayores a los previstos.
2006-12-26,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-26,SYNERGIA,G,Sistema Escalerani,09:00,12:00,Aportes de agua mayores a los previstos.
2006-12-27,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-27,SYNERGIA,G,Sistema Escalerani,10:06,13:00,Aportes de agua mayores a los previstos.
2006-12-28,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-28,SYNERGIA,G,Sistema Escalerani,10:00,12:00,Aportes de agua mayores a los previstos.
2006-12-29,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-29,SYNERGIA,G,Sistema Escalerani,11:00,12:00,Aportes laterales de agua mayores a los previstos.
2006-12-30,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-30,SYNERGIA,G,Sistema Escalerani,10:00,13:00,Aportes de agua mayores a los previstos.
2006-12-31,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2006-12-31,SYNERGIA,G,Sistema Escalerani,10:00,13:00,Aportes de agua mayores a los previstos.
2007-01-01,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-01-01,SYNERGIA,G,Sistema Escalerani,10:00,13:00,Aportes de agua mayores a los previstos.
2007-01-02,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-01-02,SYNERGIA,G,Sistema Escalerani,10:15,12:00,Aportes de agua mayores a los previstos.
2007-01-02,SYNERGIA,G,Sistema Escalerani,23:00,23:14,Aportes de agua mayores a los previstos.
2007-01-03,COBEE,G,Sistema Zongo,01:00,19:00,Aportes laterales de agua mayores a los previstos.
2007-01-03,SYNERGIA,G,Sistema Escalerani,10:08,12:00,Aportes de agua mayores a los previstos.
2007-01-03,COBEE,G,Sistema Zongo,22:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-01-03,SYNERGIA,G,Sistema Escalerani,23:00,23:10,Aportes de agua mayores a los previstos.
2007-01-04,COBEE,G,Sistema Zongo,01:00,18:00,Aportes laterales de agua mayores a los previstos.
2007-01-04,SYNERGIA,G,Sistema Escalerani,10:35,12:00,Aportes de agua mayores a los previstos.
2007-01-05,COBEE,G,Sistema Zongo,01:00,03:00,Aportes laterales de agua mayores a los previstos.
2007-01-05,SYNERGIA,G,Sistema Escalerani,10:40,12:00,Aportes de agua mayores a los previstos.
2007-01-06,COBEE,G,Sistema Zongo,03:00,07:00,Aportes laterales de agua mayores a los previstos.
2007-01-06,SYNERGIA,G,Sistema Escalerani,10:43,12:00,Aportes de agua mayores a los previstos.
2007-01-07,SYNERGIA,G,Sistema Escalerani,10:58,12:00,Aportes de agua mayores a los previstos.
2007-01-08,SYNERGIA,G,Sistema Escalerani,11:07,12:00,Aportes de agua mayores a los previstos.
2007-01-09,SYNERGIA,G,Sistema Escalerani,11:00,11:45,Aportes de agua mayores a los previstos.
2007-01-10,SYNERGIA,G,Sistema Escalerani,10:37,15:00,Aportes de agua mayores a los previstos.
2007-01-11,SYNERGIA,G,Sistema Escalerani,09:39,16:00,Aportes de agua mayores a los previstos.
2007-01-12,SYNERGIA,G,Sistema Escalerani,10:42,16:00,Aportes de agua mayores a los previstos.
2007-01-13,SYNERGIA,G,Sistema Escalerani,10:23,11:00,Aportes de agua mayores a los previstos.
2007-01-14,SYNERGIA,G,Sistema Escalerani,00:00,00:00,Aportes de agua mayores a los previstos.
2007-02-12,COBEE,G,Sistema Zongo,00:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-02-12,HB,G,Sistema Taquesi,02:00,06:00,Aportes laterales de agua mayores a los previstos.
2007-02-13,COBEE,G,Sistema Zongo,00:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-02-13,SYNERGIA,G,Sistema Escalerani,10:06,12:00,Aportes laterales de agua mayores a los previstos.
2007-02-14,COBEE,G,Sistema Zongo,00:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-02-14,SYNERGIA,G,Sistema Escalerani,08:27,12:00,Aportes laterales de agua mayores a los previstos.
2007-02-15,SYNERGIA,G,Sistema Escalerani,00:00,12:00,Aportes laterales de agua mayores a los previstos.
2007-02-15,COBEE,G,Sistema Zongo,00:00,19:00,Aportes laterales de agua mayores a los previstos.
2007-02-15,COBEE,G,Sistema Zongo,21:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-02-15,SYNERGIA,G,Sistema Escalerani,23:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-02-16,SYNERGIA,G,Sistema Escalerani,00:00,13:00,Aportes laterales de agua mayores a los previstos.
2007-02-16,COBEE,G,Sistema Zongo,00:00,19:00,Aportes laterales de agua mayores a los previstos.
2007-02-16,COBEE,G,Sistema Zongo,22:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-02-16,SYNERGIA,G,Sistema Escalerani,23:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-02-17,SYNERGIA,G,Sistema Escalerani,00:00,07:11,Aportes laterales de agua mayores a los previstos.
2007-02-17,COBEE,G,Sistema Zongo,00:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-02-17,SYNERGIA,G,Sistema Escalerani,10:50,13:00,Aportes laterales de agua mayores a los previstos.
2007-02-17,SYNERGIA,G,Sistema Escalerani,23:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-02-18,SYNERGIA,G,Sistema Escalerani,00:00,02:30,Aportes de agua mayores a los previstos.
2007-02-18,COBEE,G,Sistema Zongo,00:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-02-18,CORANI,G,Central Santa Isabel,06:30,11:15,Aportes de agua mayores a los previstos.
2007-02-18,SYNERGIA,G,Sistema Escalerani,09:18,13:00,Aportes de agua mayores a los previstos.
2007-02-18,SYNERGIA,G,Sistema Escalerani,23:00,24:00,Aportes de agua mayores a los previstos.
2007-02-19,SYNERGIA,G,Sistema Escalerani,00:00,02:01,Aportes laterales de agua mayores a los previstos.
2007-02-19,COBEE,G,Sistema Zongo,00:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-02-19,SYNERGIA,G,Sistema Escalerani,08:55,13:00,Aportes laterales de agua mayores a los previstos.
2007-02-19,SYNERGIA,G,Sistema Escalerani,23:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-02-20,SYNERGIA,G,Sistema Escalerani,00:00,06:25,Aportes laterales de agua mayores a los previstos.
2007-02-20,COBEE,G,Sistema Zongo,00:00,19:00,Aportes laterales de agua mayores a los previstos.
2007-02-20,COBEE,G,Sistema Zongo,22:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-02-21,COBEE,G,Sistema Zongo,00:00,03:00,Aportes laterales de agua mayores a los previstos.
2007-02-21,COBEE,G,Sistema Zongo,06:00,19:00,Aportes laterales de agua mayores a los previstos.
2007-02-21,SYNERGIA,G,Sistema Escalerani,10:40,13:00,Aportes laterales de agua mayores a los previstos.
2007-02-21,COBEE,G,Sistema Zongo,21:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-02-27,SYNERGIA,G,Sistema Escalerani,13:00,14:37,Aportes de agua menores a los previstos.
2007-03-01,SYNERGIA,G,Sistema Escalerani.,11:31,14:00,Aportes de agua mayores a los previstos.
2007-03-03,SYNERGIA,G,Sistema Escalerani.,12:45,14:00,Aportes de agua mayores a los previstos.
2007-03-04,SYNERGIA,G,Sistema Escalerani.,12:53,14:00,Aportes de agua mayores a los previstos.
2007-03-05,COBEE,G,Sistema Zongo,00:30,24:00,Aportes laterales de agua mayores a los previstos.
2007-03-05,SYNERGIA,G,Sistema Escalerani.,12:39,14:00,Aportes de agua mayores a los previstos.
2007-03-08,SYNERGIA,G,Sistema Escalerani.,11:19,13:00,Aportes de agua mayores a los previstos.
2007-03-09,SYNERGIA,G,Sistema Escalerani.,11:05,15:00,Aportes de agua mayores a los previstos.
2007-03-10,SYNERGIA,G,Sistema Escalerani.,23:00,24:00,Aportes de agua mayores a los previstos.
2007-03-11,SYNERGIA,G,Sistema Escalerani.,00:00,01:00,Aportes de agua mayores a los previstos.
2007-03-11,SYNERGIA,G,Sistema Escalerani.,07:00,14:00,Aportes de agua mayores a los previstos.
2007-03-12,SYNERGIA,G,Sistema Escalerani.,00:00,16:00,Aportes de agua mayores a los previstos.
2007-03-12,SYNERGIA,G,Sistema Escalerani.,23:00,24:00,Aportes de agua mayores a los previstos.
2007-03-13,SYNERGIA,G,Sistema Escalerani.,00:00,12:00,Aportes de agua mayores a los previstos.
2007-03-13,SYNERGIA,G,Sistema Escalerani.,23:00,24:00,Aportes de agua mayores a los previstos.
2007-03-14,SYNERGIA,G,Sistema Escalerani.,00:00,01:25,Aportes de agua mayores a los previstos.
2007-03-14,SYNERGIA,G,Sistema Escalerani.,06:54,12:00,Aportes de agua mayores a los previstos.
2007-03-15,SYNERGIA,G,Sistema Escalerani.,09:19,12:00,Aportes de agua mayores a los previstos.
2007-03-19,ERESA,G,Sistema Yura,00:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-03-22,SYNERGIA,G,Sistema Escalerani,14:00,15:24,Aportes de agua menores a los previstos.
2007-03-22,VHE,G,CAR01,15:05,24:00,Disponibilidad de la unidad de CAR01
2007-04-27,COBEE,G,Taquesi,09:00,24:00,Mayor disponibilidad de agua
2007-04-27,COBEE,G,Zongo,13:00,24:00,Mayor disponibilidad de agua
2007-04-28,COBEE,G,Sistema Zongo,00:00,24:00,Mayor disponibilidad de agua.
2007-04-28,HB,G,Sistema Taquesi,00:00,24:00,Mayor disponibilidad de agua.
2007-04-29,COBEE,G,Zongo,00:00,24:00,Mayor disponibilidad de agua.
2007-05-02,COBEE,G,Zongo,00:00,00:00,Mayor disponibilidad de agua.
2007-05-08,COBEE,G,Sistema Zongo,09:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-05-09,COBEE,G,Sistema Zongo,00:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-05-09,HB,G,Sistema Taquesi,00:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-05-10,HB,G,Sistema Taquesi,00:00,14:00,Aportes laterales de agua mayores a los previstos.
2007-05-10,COBEE,G,Sistema Zongo,00:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-05-11,COBEE,G,Sistema Zongo,00:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-05-12,COBEE,G,Sistema Zongo,00:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-05-13,COBEE,G,Sistema Zongo,00:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-05-14,COBEE,G,Sistema Zongo,00:00,06:00,Aportes laterales de agua mayores a los previstos.
2007-05-14,COBEE,G,Sistema Zongo,13:00,18:00,Aportes laterales de agua mayores a los previstos.
2007-05-14,COBEE,G,Sistema Zongo,21:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-05-15,COBEE,G,Sistema Zongo,13:00,18:00,Aportes laterales de agua mayores a los previstos.
2007-05-15,COBEE,G,Sistema Zongo,20:00,23:00,Aportes laterales de agua mayores a los previstos.
2007-05-16,COBEE,G,Sistema Zongo,02:00,06:00,Aportes laterales de agua mayores a los previstos.
2007-05-16,COBEE,G,Sistema Zongo,21:00,23:00,Aportes laterales de agua mayores a los previstos.
2007-05-22,COBEE,G,Sistema Zongo,08:00,14:00,Aportes laterales de agua mayores a los previstos.
2007-05-27,COBEE,G,Sistema Zongo,13:00,18:00,"Aportes laterales de agua, menores a los previstos."
2007-05-28,COBEE,G,Sistema Zongo,06:00,12:00,"Aportes laterales de agua, menores a los previstos."
2007-05-29,COBEE,G,Sistema Zongo,21:00,24:00,"Aportes laterales de agua, menores a los previstos."
2007-05-30,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a los previstos.
2007-05-31,COBEE,G,Sistema Zongo,02:00,06:00,Aportes laterales de agua mayores a los previstos.
2007-06-01,COBEE,G,Sistema Zongo,01:00,14:00,Aportes laterales de agua mayores a los previstos.
2007-06-03,COBEE,G,Sistema Zongo,06:00,13:00,Aportes laterales de agua mayores a los previstos.
2007-06-08,COBEE,G,Sistema Zongo.,02:00,23:00,Indisponibilidad de SRO02 por comuncarios de la zona.
2007-06-09,COBEE,G,Sistema Zongo.,04:00,06:00,Aportes laterales de agua mayores a los previstos.
2007-06-09,COBEE,G,Sistema Zongo.,09:00,12:00,Menor generación por desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-09,COBEE,G,Sistema Zongo.,17:00,23:00,Menor generación por desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-10,COBEE,G,Sistema Zongo.,19:00,23:00,Menor generación por desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-11,COBEE,G,Sistema Zongo.,07:00,11:00,Menor generación por desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-11,COBEE,G,Sistema Zongo.,16:00,24:00,Menor generación por desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-12,COBEE,G,Sistema Zongo.,07:00,24:00,Menor generación por desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-13,COBEE,G,Sistema Zongo.,12:00,13:00,Menor generación por desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-13,COBEE,G,Sistema Zongo.,17:00,24:00,Menor generación por desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-14,COBEE,G,Sistema Zongo.,07:00,23:00,Menor generación por desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-15,COBEE,G,Sistema Zongo.,13:00,17:00,Aportes laterales de agua menores a los previstos.
2007-06-18,COBEE,G,Sistema Zongo.,07:00,08:00,Aportes laterales de agua menores a los previstos.
2007-06-18,COBEE,G,Sistema Zongo.,11:00,14:00,Aportes laterales de agua menores a los previstos.
2007-06-18,COBEE,G,Sistema Zongo.,19:00,19:00,Aportes laterales de agua menores a los previstos.
2007-06-19,COBEE,G,Sistema Zongo.,06:00,09:00,Aportes laterales de agua menores a los previstos.
2007-06-19,COBEE,G,Sistema Zongo.,13:00,19:00,Aportes laterales de agua menores a los previstos.
2007-06-19,COBEE,G,Sistema Zongo.,22:00,24:00,Aportes laterales de agua menores a los previstos.
2007-06-20,COBEE,G,Sistema Zongo.,07:00,08:00,Aportes laterales de agua menores a los previstos.
2007-06-20,COBEE,G,Sistema Zongo.,14:00,15:00,Aportes laterales de agua menores a los previstos.
2007-06-20,COBEE,G,Sistema Zongo.,18:00,19:00,Aportes laterales de agua menores a los previstos.
2007-06-21,COBEE,G,Sistema Zongo.,09:00,10:00,Aportes laterales de agua menores a los previstos.
2007-06-21,COBEE,G,Sistema Zongo.,12:00,17:00,Aportes laterales de agua menores a los previstos.
2007-06-21,COBEE,G,Sistema Zongo.,20:00,24:00,Aportes laterales de agua menores a los previstos.
2007-06-22,COBEE,G,Sistema Miguillas.,01:00,24:00,Aportes laterales de agua menores a los previstos.
2007-06-22,COBEE,G,Sistema Zongo.,07:00,14:00,Aportes laterales de agua menores a los previstos.
2007-06-22,COBEE,G,Sistema Zongo.,16:00,20:00,Aportes laterales de agua menores a los previstos.
2007-06-23,COBEE,G,Sistema Zongo.,16:00,19:00,Aportes laterales de agua menores a los previstos.
2007-06-23,COBEE,G,Sistema Zongo.,21:00,24:00,Aportes laterales de agua menores a los previstos.
2007-06-24,COBEE,G,Sistema Zongo.,01:00,02:00,Aportes laterales de agua menores a los previstos.
2007-06-24,COBEE,G,Sistema Miguillas.,01:00,24:00,"Aportes laterales de agua, menores a los previstos."
2007-06-24,COBEE,G,Sistema Zongo.,18:00,24:00,"Disponibilidad de las unidades SRO02, CAH01 y CAH02."
2007-07-02,COBEE,G,Sistema Zongo,07:00,18:00,Menor disponibilidad de agua e indisponibilidad de TIQ01
2007-07-13,COBEE,G,Sistema Zongo,20:30,24:00,Aportes laterales de agua mayores a los previstos.
2007-07-14,COBEE,G,Sistema Zongo,02:00,06:30,Aportes laterales de agua mayores a los previstos.
2007-07-14,COBEE,G,Sistema Zongo,13:00,18:00,Aportes laterales de agua mayores a los previstos.
